repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,551535,P551535,Q2167786,"ADART 7, 48","Cuneiform Tablet ADART 7, 48",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,551562,P551562,Q2165699,"ADART 7, 134","Cuneiform Tablet ADART 7, 134",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,551574,P551574,Q2170149,"ADART 7, 205","Cuneiform Tablet ADART 7, 205",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,551688,P551688,Q2162806,"AOAT 414/1, no. 157","Cuneiform Tablet AOAT 414/1, no. 157",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,551722,P551722,Q2162709,"CM 20, no. 059","Cuneiform Tablet CM 20, no. 059",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,551759,P551759,Q2047602,"CM 20, no. 048 B","Cuneiform Tablet CM 20, no. 048 B",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552088,P552088,Q2166855,Nbn. 375,Cuneiform Tablet Nbn. 375,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552122,P552122,Q2166963,Nbn. 700,Cuneiform Tablet Nbn. 700,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552159,P552159,Q2165163,Nbn. 18,Cuneiform Tablet Nbn. 18,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552163,P552163,Q2169204,Nbn. 1083,Cuneiform Tablet Nbn. 1083,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552175,P552175,Q2029175,Nbn. 165,Cuneiform Tablet Nbn. 165,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552270,P552270,Q2163258,Nbn. 311,Cuneiform Tablet Nbn. 311,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552319,P552319,Q2168087,Nbn. 238,Cuneiform Tablet Nbn. 238,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552335,P552335,Q2163621,Nbn. 819,Cuneiform Tablet Nbn. 819,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552358,P552358,Q2170420,Nbn. 508,Cuneiform Tablet Nbn. 508,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552437,P552437,Q2167161,Nbn. 682,Cuneiform Tablet Nbn. 682,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552620,P552620,Q2163390,"AOAT 236, no. 58","Cuneiform Tablet AOAT 236, no. 58",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552749,P552749,Q2167925,"AOAT 291, pl. 2, BM 049301","Cuneiform Tablet AOAT 291, pl. 2, BM 049301",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552765,P552765,Q2163745,"AOAT 291, pl. 10, BM 050288","Cuneiform Tablet AOAT 291, pl. 10, BM 050288",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552821,P552821,Q2166652,"AOAT 398, pl. 8, O.54","Cuneiform Tablet AOAT 398, pl. 8, O.54",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552860,P552860,Q2168943,"AOAT 398, O.57","Cuneiform Tablet AOAT 398, O.57",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552925,P552925,Q2169872,Nbn. 1041,Cuneiform Tablet Nbn. 1041,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552933,P552933,Q2048014,Nbn. 1092,Cuneiform Tablet Nbn. 1092,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,552964,P552964,Q2167591,Nbn. 770,Cuneiform Tablet Nbn. 770,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553031,P553031,Q2163087,Nbn. 976,Cuneiform Tablet Nbn. 976,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553119,P553119,Q2169997,Nbn. 983,Cuneiform Tablet Nbn. 983,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553158,P553158,Q2167633,Nbn. 932,Cuneiform Tablet Nbn. 932,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553174,P553174,Q2164033,Nbn. 869,Cuneiform Tablet Nbn. 869,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553226,P553226,Q2167442,Nbn. 617,Cuneiform Tablet Nbn. 617,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553267,P553267,Q2169742,Nbn. 452,Cuneiform Tablet Nbn. 452,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553271,P553271,Q2063745,Nbn. 1010,Cuneiform Tablet Nbn. 1010,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553288,P553288,Q2169047,Nbn. 431,Cuneiform Tablet Nbn. 431,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553318,P553318,Q2164648,Nbn. 117,Cuneiform Tablet Nbn. 117,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553322,P553322,Q2168791,Nbn. 1130,Cuneiform Tablet Nbn. 1130,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553334,P553334,Q2047863,Nbn. 179,Cuneiform Tablet Nbn. 179,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553363,P553363,Q2166521,Nbn. 712,Cuneiform Tablet Nbn. 712,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553676,P553676,Q2167614,"PIHANS 86, pl. 10","Cuneiform Tablet PIHANS 86, pl. 10",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553877,P553877,Q2163779,Nbn. 691,Cuneiform Tablet Nbn. 691,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553898,P553898,Q2163291,Nbn. 746,Cuneiform Tablet Nbn. 746,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553908,P553908,Q2168216,Nbn. 188,Cuneiform Tablet Nbn. 188,,P853,Q512150,Early Old Babylonian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553932,P553932,Q2163392,Nbn. 329,Cuneiform Tablet Nbn. 329,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,553949,P553949,Q2166352,Nbn. 46,Cuneiform Tablet Nbn. 46,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554127,P554127,Q2164838,ChG 12,Cuneiform Tablet ChG 12,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554170,P554170,Q2162808,ChG 55,Cuneiform Tablet ChG 55,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554326,P554326,Q2170030,CM 70753,Cuneiform Artifact CM 70753,,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554737,P554737,Q2167895,"ZA 4, 140 Nbp. 10","Cuneiform Tablet ZA 4, 140 Nbp. 10",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554824,P554824,Q2165118,BM 050772,Cuneiform Artifact BM 050772,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,554961,P554961,Q2164107,BM 084556,Cuneiform Artifact BM 084556,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555034,P555034,Q2166303,BM 084699,Cuneiform Artifact BM 084699,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555063,P555063,Q2168399,BM 084760,Cuneiform Artifact BM 084760,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555075,P555075,Q2166641,BM 084787,Cuneiform Artifact BM 084787,,P853,Q512148,Ur III Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555126,P555126,Q2168194,BM 089946,Cuneiform Artifact BM 089946,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555130,P555130,Q2148861,BM 089963,Cuneiform Artifact BM 089963,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555219,P555219,Q2169549,BM 136988,Cuneiform Artifact BM 136988,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555425,P555425,Q2168702,BM 060752,Cuneiform Tablet BM 060752,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555433,P555433,Q2168281,BM 061273,Cuneiform Tablet BM 061273,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555464,P555464,Q2166470,BM 063409,Cuneiform Tablet BM 063409,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555472,P555472,Q2170520,BM 064772,Cuneiform Tablet BM 064772,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555521,P555521,Q2165480,"MacGinnis, Mes 31, no. 15","Cuneiform Tablet MacGinnis, Mes 31, no. 15",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555537,P555537,Q2170300,"MacGinnis, Mes 31, no. 42","Cuneiform Tablet MacGinnis, Mes 31, no. 42",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555560,P555560,Q2151214,BM 083342,Cuneiform Tablet BM 083342,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555576,P555576,Q2168059,BM 084351,Cuneiform Tablet BM 084351,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555624,P555624,Q2162317,BM 017656,Cuneiform Tablet BM 017656,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555864,P555864,Q2170169,"AOAT 451, no. 34","Cuneiform Tablet AOAT 451, no. 34",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555872,P555872,Q2165659,"AOAT 451, no. 56","Cuneiform Tablet AOAT 451, no. 56",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555937,P555937,Q2166014,"AOAT 451, no. 137","Cuneiform Tablet AOAT 451, no. 137",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,555976,P555976,Q2161029,"AOAT 451, no. 109","Cuneiform Tablet AOAT 451, no. 109",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556120,P556120,Q2168887,"AOAT 451, no. 233","Cuneiform Tablet AOAT 451, no. 233",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556136,P556136,Q2047682,"AOAT 451, no. 341","Cuneiform Tablet AOAT 451, no. 341",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556161,P556161,Q2166569,"dubsar 11, pl. 32","Cuneiform Tablet dubsar 11, pl. 32",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556209,P556209,Q2163619,"Mediterr. Archaeol. Suppl. 2, p. 299-302, no. 1","Cuneiform Tablet Mediterr. Archaeol. Suppl. 2, p. 299-302, no. 1",,P853,Q512148,Ur III Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556233,P556233,Q2163142,"RA 43/1-4, 1-40 no. I.A","Cuneiform Tablet RA 43/1-4, 1-40 no. I.A",,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556248,P556248,Q2166164,"Qatna Studien 3, TT12","Cuneiform Tablet Qatna Studien 3, TT12",,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556423,P556423,Q2048098,"MC 24, no. 108","Cuneiform Tablet MC 24, no. 108",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556566,P556566,Q2047281,"AfO 44/45, 88, no. 19","Cuneiform Tablet AfO 44/45, 88, no. 19",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556663,P556663,Q2162987,"Fs Oelsner 215, no. 2","Cuneiform Tablet Fs Oelsner 215, no. 2",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556726,P556726,Q2163787,CDLI Seals 026908 (composite),Cuneiform Artifact CDLI Seals 026908 (composite),,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556819,P556819,Q2165095,"ADART 4, p. 107, BM 032270","Cuneiform Tablet ADART 4, p. 107, BM 032270",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556823,P556823,Q2169180,"ADART 4, p. 111, BM 032316","Cuneiform Tablet ADART 4, p. 111, BM 032316",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556835,P556835,Q2031778,"ADART 4, no. -179 F","Cuneiform Tablet ADART 4, no. -179 F",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556862,P556862,Q2166839,"ADART 4, p. 129, BM 032972","Cuneiform Tablet ADART 4, p. 129, BM 032972",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556927,P556927,Q2167046,"ADART 4, p. 297, BM 036170","Cuneiform Tablet ADART 4, p. 297, BM 036170",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556966,P556966,Q2169402,"ADART 4, p. 317, BM 036863","Cuneiform Tablet ADART 4, p. 317, BM 036863",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,556970,P556970,Q2147102,"ADART 4, p. 319, BM 036884","Cuneiform Tablet ADART 4, p. 319, BM 036884",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,557009,P557009,Q2166286,"ADART 4, p. 339, BM 037407","Cuneiform Tablet ADART 4, p. 339, BM 037407",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,557048,P557048,Q2166713,"ADART 4, p. 537, BM 099640","Cuneiform Tablet ADART 4, p. 537, BM 099640",,P853,Q512158,Neo-Assyrian Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,557072,P557072,Q2163281,"KAL 16, 08","Cuneiform Tablet KAL 16, 08",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,557818,P557818,Q2167901,"ADART 4, no. -144","Cuneiform Tablet ADART 4, no. -144",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559017,P559017,Q2165921,BM 026525,Cuneiform Tablet BM 026525,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559113,P559113,Q2156235,BM 026674,Cuneiform Tablet BM 026674,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559144,P559144,Q2170112,BM 026714,Cuneiform Tablet BM 026714,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559447,P559447,Q2166091,BM 029378,Cuneiform Tablet BM 029378,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559514,P559514,Q2169940,BM 029536,Cuneiform Tablet BM 029536,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559555,P559555,Q2167696,BM 085364,Cuneiform Tablet BM 085364,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559685,P559685,Q2168993,BM 082678,Cuneiform Tablet BM 082678,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559715,P559715,Q2164704,BM 082729,Cuneiform Tablet BM 082729,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559742,P559742,Q2162903,BM 082777,Cuneiform Tablet BM 082777,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559810,P559810,Q2149781,BM 026749,Cuneiform Tablet BM 026749,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559943,P559943,Q2168504,BM 013157,Cuneiform Tablet BM 013157,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,559955,P559955,Q2165063,BM 013259,Cuneiform Tablet BM 013259,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560004,P560004,Q2019694,BM 013920,Cuneiform Tablet BM 013920,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560012,P560012,Q2169315,BM 013968,Cuneiform Tablet BM 013968,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560028,P560028,Q2165272,BM 014015 + BM 014017,Cuneiform Tablet BM 014015 + BM 014017,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560053,P560053,Q2166997,BM 014223,Cuneiform Tablet BM 014223,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560090,P560090,Q2162216,BM 015423,Cuneiform Tablet BM 015423,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560116,P560116,Q2167210,BM 015640,Cuneiform Artifact BM 015640,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560141,P560141,Q2143650,BM 015694,Cuneiform Artifact BM 015694,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560157,P560157,Q2169521,BM 015742,Cuneiform Artifact BM 015742,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560182,P560182,Q2165009,BM 015813,Cuneiform Tablet BM 015813,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560229,P560229,Q2170463,BM 016523,Cuneiform Tablet BM 016523,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560244,P560244,Q2163495,BM 016546,Cuneiform Tablet BM 016546,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560268,P560268,Q2168198,BM 016597,Cuneiform Tablet BM 016597,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560287,P560287,Q2168325,BM 016619,Cuneiform Tablet BM 016619,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560291,P560291,Q2168545,BM 016623,Cuneiform Tablet BM 016623,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560301,P560301,Q2163301,BM 016633,Cuneiform Artifact BM 016633,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560383,P560383,Q2170268,BM 016755,Cuneiform Tablet BM 016755,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560395,P560395,Q2165535,BM 016779,Cuneiform Tablet BM 016779,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560403,P560403,Q2166834,BM 016803,Cuneiform Tablet BM 016803,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560442,P560442,Q2169186,BM 016957,Cuneiform Tablet BM 016957,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560454,P560454,Q2044633,BM 016998,Cuneiform Tablet BM 016998,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560478,P560478,Q2165109,BM 017078a,Cuneiform Artifact BM 017078a,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560497,P560497,Q2164291,BM 017129,Cuneiform Tablet BM 017129,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560507,P560507,Q2169403,BM 017150,Cuneiform Tablet BM 017150,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560511,P560511,Q2147030,BM 017160,Cuneiform Tablet BM 017160,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560546,P560546,Q2167047,BM 017216,Cuneiform Tablet BM 017216,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560585,P560585,Q2162409,BM 017267,Cuneiform Tablet BM 017267,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,560638,P560638,Q2168040,BM 017414,Cuneiform Tablet BM 017414,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
