repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note,removed_claim_ids,new_claim_id,write_status,write_error
ready,561091,P561091,Q2165898,BM 024869,Cuneiform Tablet BM 024869,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165898$C29C059E-E88D-4E0E-AB51-69203516B787,Q2165898$60C2E917-BAF0-41FF-B5C6-6C8C89D4FFBD,written,
ready,561140,P561140,Q2163130,BM 026410,Cuneiform Tablet BM 026410,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163130$1C2D526B-27F0-4207-80AD-848E061F9536,Q2163130$DD3CAE68-ED01-42F3-856A-69A7794D1DC9,written,
ready,561183,P561183,Q2167787,BM 028928,Cuneiform Tablet BM 028928,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167787$DCC5FBDA-492F-455B-B604-17BE50416AC4,Q2167787$4A89D8E7-9C79-46EB-A5E2-90E74FC576BD,written,
ready,561195,P561195,Q2157037,BM 029159,Cuneiform Tablet BM 029159,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2157037$C24A3D9D-3027-422C-A22D-B9657D660353,Q2157037$38289529-71B5-470D-8081-B82ABCADB35E,written,
ready,561212,P561212,Q2166557,BM 029635,Cuneiform Tablet BM 029635,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166557$B31635B4-D4B7-46C4-9DC7-3F0D5E5A882C,Q2166557$8E726D9A-070F-4D9B-80DA-995FDDF94551,written,
ready,561245,P561245,Q2047618,BM 085004,Cuneiform Tablet BM 085004,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047618$03A6572F-953F-4356-809E-68614C4D6623,Q2047618$E5D1BE5E-96B8-44C0-AAE2-24EB5E54FB07,written,
ready,561253,P561253,Q2168906,BM 085041,Cuneiform Tablet BM 085041,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168906$D34F655A-2A75-4332-AD9A-665317C04F3B,Q2168906$FD55F887-9D07-45E9-9066-C26A041364A5,written,
ready,561269,P561269,Q2164763,BM 085090,Cuneiform Tablet BM 085090,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164763$8AFDE05A-5767-4C6A-9237-461C2E9CE629,Q2164763$9320A4C3-452C-4654-B79F-7445E286FD7C,written,
ready,561286,P561286,Q2164595,BM 085149,Cuneiform Tablet BM 085149,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164595$CD848834-7103-4D9C-B0B8-D83B03A51233,Q2164595$C3DFE34F-23C6-479F-966C-CFCFEF796028,written,
ready,561300,P561300,Q2063814,BM 085176,Cuneiform Tablet BM 085176,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2063814$C889954E-5D1B-47EC-8C41-79E5BACDDAAA,Q2063814$35822A8D-AEE4-475D-9482-EF2EEBC673D9,written,
ready,561316,P561316,Q2169706,BM 085234,Cuneiform Tablet BM 085234,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169706$9E319B02-E2A3-40BC-BA09-0BB2C3E0D883,Q2169706$6B42A81D-29A1-455E-B33C-D11730C149EA,written,
ready,561357,P561357,Q2167336,BM 085522,Cuneiform Tablet BM 085522,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167336$2D8D299B-961F-491A-96EE-18871A7A3B30,Q2167336$07938A38-DB7E-49AB-99BD-B9ECAF7A8234,written,
ready,561394,P561394,Q2162703,BM 085940,Cuneiform Artifact BM 085940,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162703$4C311710-BA30-4C58-866A-0C5D39C8C18A,Q2162703$8D103066-55D7-41D1-B2DD-1249B9FCA1BC,written,
ready,561438,P561438,Q2170164,BM 030010,Cuneiform Tablet BM 030010,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170164$A43994D4-CB4A-4AE2-95DC-F88C24C90BDC,Q2170164$2174417E-E89E-4445-BA2D-3AF9A924DBAA,written,
ready,561455,P561455,Q2163804,BM 030031,Cuneiform Tablet BM 030031,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163804$3D1BD4B6-38F1-4382-9AF5-5F5FC4630BB4,Q2163804$F98173CE-6557-4324-B810-238406C5B073,written,
ready,561479,P561479,Q2167909,BM 030108,Cuneiform Artifact BM 030108,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167909$CA4A1FAD-624D-4B43-BB0D-2034F919CC43,Q2167909$EA46B2BB-42EE-444E-8A5B-25043D924CFA,written,
ready,561480,P561480,Q2163150,BM 030109,Cuneiform Artifact BM 030109,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163150$69098410-6FBB-4D76-BE28-4CC26F3C9E6E,Q2163150$D92B17E1-DB59-4755-BD5A-E4816BF64FC4,written,
ready,561496,P561496,Q1362572,BM 030219,Cuneiform Tablet BM 030219,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1362572$0CEA87BB-6618-4A2D-A811-5EA1C134BDC5,Q1362572$0D4AD487-64CE-4B6E-B9F5-6441504C527D,written,
ready,561510,P561510,Q2162996,BM 030552,Cuneiform Tablet BM 030552,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162996$F9219D34-F68C-4E07-BFBF-AE602BCBE816,Q2162996$637BE7E0-6425-4089-AADE-5C5A0EDDBBDA,written,
ready,561603,P561603,Q2169034,BM 031368,Cuneiform Tablet BM 031368,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169034$4FC3FA97-A5AC-43C8-BBD9-12FBF92F2393,Q2169034$341627ED-2844-486C-B763-7159F826974E,written,
ready,561746,P561746,Q2169832,BM 031729,Cuneiform Tablet BM 031729,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169832$BA4EC5EA-B41D-4031-9789-AD47EA6167D3,Q2169832$3D50724D-FEEA-431C-89CA-65D4EBC987F9,written,
ready,561879,P561879,Q2168700,BM 032019,Cuneiform Tablet BM 032019,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168700$8491B81A-D039-4462-9E0A-1DDFD75E6CA9,Q2168700$CCA1621E-3FE1-4F29-80CE-3226C5FC6574,written,
ready,562015,P562015,Q2165264,BM 032493,Cuneiform Tablet BM 032493,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165264$0877AE88-2E7C-416D-8890-47CD899740DE,Q2165264$DD928A2A-0934-44AC-8FD7-FCA978EB7AAF,written,
ready,562107,P562107,Q2162175,BM 032717,Cuneiform Tablet BM 032717,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162175$6C04D30F-CEFB-4931-982A-E960724F7799,Q2162175$017509C1-9CC8-4FCC-8CA5-03820A0863F9,written,
ready,562150,P562150,Q2164286,BM 032811,Cuneiform Tablet BM 032811,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164286$E7E0FE8A-2814-4DD4-B46B-7BF61DD0E82E,Q2164286$D113589B-E22E-4D3D-A5AE-B99D710B3795,written,
ready,562202,P562202,Q2165334,BM 032973,Cuneiform Tablet BM 032973,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165334$AB90852B-853B-41B2-8B20-BA7BE425FD2A,Q2165334$D16D9D02-7130-4137-A747-234607E9959A,written,
ready,562306,P562306,Q2166270,BM 033438,Cuneiform Tablet BM 033438,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166270$4A420B0F-0979-4967-B12E-655895F4E8E2,Q2166270$DFFE97AE-458E-46E8-9240-34758C531F6B,written,
ready,562310,P562310,Q2168419,BM 033444,Cuneiform Tablet BM 033444,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168419$EB83FAED-2E35-4014-8C89-D3AFE82FD3F7,Q2168419$65990691-1741-4632-8E39-E5C2DD3E9A53,written,
ready,562445,P562445,Q2165101,BM 033821,Cuneiform Tablet BM 033821,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165101$B38D0FD1-15E5-481B-8C77-09D6224E9E03,Q2165101$40D3D955-8772-483B-BAC6-E2C0C9FBDF1E,written,
ready,562701,P562701,Q2170542,BM 035194,Cuneiform Tablet BM 035194,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170542$C5FBCBCE-0CD4-4DFE-BF58-8FEDA088FED7,Q2170542$7D2B66A2-B48C-4F9E-B689-74981012F2E1,written,
ready,563501,P563501,Q2011062,BM 037812,Cuneiform Tablet BM 037812,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2011062$74D06A7E-7B0F-48A4-AF84-88739A3C2815,Q2011062$AB7FB736-5842-401C-BB11-926979CA43D2,written,
ready,563690,P563690,Q2167473,BM 038240,Cuneiform Tablet BM 038240,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167473$86B8AD25-2E20-4E00-BA3F-3CCEDB4B02E6,Q2167473$4F9A9C0B-E44A-4111-8260-A91FC895E2AC,written,
ready,563852,P563852,Q2168289,BM 038500,Cuneiform Tablet BM 038500,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168289$4F207721-AD9D-4F54-B833-94E9A4129D7E,Q2168289$161D5B27-4CDC-4B07-95F6-9E377011E39F,written,
ready,565178,P565178,Q2166179,Babylonian Horoscopes no. 19,Cuneiform Tablet Babylonian Horoscopes no. 19,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166179$0D90CF2F-F56E-41ED-A5B9-BE1CC08BCF1F,Q2166179$9788B1F3-74EA-4F7D-AF2B-2E118D3EB7CA,written,
ready,565181,P565181,Q2170328,Babylonian Horoscopes no. 24,Cuneiform Tablet Babylonian Horoscopes no. 24,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170328$5F5808D7-39A4-4683-8E5B-03F4E00E3F44,Q2170328$04194860-B7FC-43B6-8EC9-464B336C3AAA,written,
ready,565206,P565206,Q2026277,"ADART 1, no. -264","Cuneiform Tablet ADART 1, no. -264",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2026277$046DA55D-B024-44D9-A444-85C3FD1613FF,Q2026277$E135401F-FAA6-46FB-B824-610A0EDD960F,written,
ready,565210,P565210,Q2169221,"ADART 1, no. -302","Cuneiform Tablet ADART 1, no. -302",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169221$671F4A1A-8B42-45E1-85F3-719091F0A54E,Q2169221$FA6119EB-9295-4E04-9592-12E1EB1E1A6F,written,
ready,565251,P565251,Q2166950,"ADART 2, no. -222","Cuneiform Tablet ADART 2, no. -222",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166950$C9B45604-D5AC-4BEA-8623-310AF561D54B,Q2166950$4673527D-BF8A-4E2F-90C2-FC0EBA2DDE04,written,
ready,565292,P565292,Q2162314,"ADART 3, no. -161 B","Cuneiform Tablet ADART 3, no. -161 B",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162314$466EDFD3-84A8-47A4-8D61-3E1225DD50C4,Q2162314$270D8887-919C-4B69-9AD2-941F5076B33B,written,
ready,565314,P565314,Q2167303,"ADART 3, no. -134 A","Cuneiform Tablet ADART 3, no. -134 A",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167303$305814F0-F1E9-4339-8CA6-B0F7E5B06320,Q2167303$413B1485-3D1D-4628-BD8F-BA5F636474AC,written,
ready,565343,P565343,Q2142797,"Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2067","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2067",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2142797$D2802413-B6E1-4E50-93EB-04A6860CCC3C,Q2142797$80CA94DE-E2D5-46A1-9167-BA165611D859,written,
ready,565355,P565355,Q2169574,"Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2073","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 200-201, TR 2073",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169574$1B6ADBF0-37E9-48EA-9A5B-BA1FB3C33B88,Q2169574$47890330-0DF0-4813-A5FD-DA76E2280998,written,
ready,565380,P565380,Q2165119,"Wiseman, Iraq 30/2 (1968), p. 202-203, TR 2911","Cuneiform Tablet Wiseman, Iraq 30/2 (1968), p. 202-203, TR 2911",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165119$B111D176-3F73-42B3-9F50-E1ABC1C21E60,Q2165119$C551AEE7-1A32-4A21-9FDC-55216EEE3A40,written,
ready,565416,P565416,Q2163766,"SCIAMVS 16, 75-90","Cuneiform Tablet SCIAMVS 16, 75-90",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163766$82F94ECD-CFBF-4CFB-AC6A-6021E22B83BC,Q2163766$674AD87B-5924-428F-97A4-C817E6C5A80D,written,
ready,565482,P565482,Q2166315,Ismail diss. no. 001,Cuneiform Tablet Ismail diss. no. 001,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166315$38F2862E-7EF7-4694-89AD-5F2BF8C72916,Q2166315$2D872577-1149-4C0A-8962-9CD174950F59,written,
ready,565528,P565528,Q2166345,Ismail diss. no. 047,Cuneiform Tablet Ismail diss. no. 047,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166345$DE607337-BCC8-4604-B6C4-F8B289A6BDAC,Q2166345$BBD83A45-0AC3-47DD-9ECF-DCBFFB1C4963,written,
ready,565553,P565553,Q2163411,Ismail diss. no. 072,Cuneiform Tablet Ismail diss. no. 072,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163411$A0E09BE3-CE61-495E-81BC-B6975FD6669D,Q2163411$15F0BE7E-52B0-4BE3-9709-9E3181EA32C3,written,
ready,565569,P565569,Q2168357,Ismail diss. no. 089,Cuneiform Tablet Ismail diss. no. 089,,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168357$83A21F06-79B1-4D70-8CB9-1551F27F8035,Q2168357$DB232F09-86A2-446C-B60E-9184E023C251,written,
ready,565586,P565586,Q2148306,Ismail diss. no. 106,Cuneiform Tablet Ismail diss. no. 106,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2148306$5B000DBF-A8F5-4E15-BB88-A686C212991C,Q2148306$3D5F0D4C-046B-4B3C-A1AD-2DABECAC29B4,written,
ready,565590,P565590,Q2168205,Ismail diss. no. 110,Cuneiform Tablet Ismail diss. no. 110,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168205$1248AF38-6C9C-4F01-8CC4-8BCA393E59DD,Q2168205$2A761D46-E8B9-45BB-81DD-82CA8FF4B1A6,written,
ready,565601,P565601,Q2166809,Ismail diss. no. 121,Cuneiform Tablet Ismail diss. no. 121,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166809$CB565050-1954-46FB-8353-A59CD6C08AB8,Q2166809$274F1CE9-AC03-4E80-8C40-5549BE4D17D7,written,
ready,565640,P565640,Q2169076,"OrNS 63/4 (1994) p. 305-344, L91-326","Cuneiform Tablet OrNS 63/4 (1994) p. 305-344, L91-326",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169076$C7B1EAB3-36EB-431E-A991-5528B559FF8D,Q2169076$402B0D15-6D51-4AE0-B746-527FA42AEF49,written,
ready,565656,P565656,Q2047267,"OrNS 63/4 (1994) p. 305-344, L91-649","Cuneiform Tablet OrNS 63/4 (1994) p. 305-344, L91-649",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047267$A199E6D1-25A0-4E2D-A868-9840D438E146,Q2047267$A3D87E96-6093-42D1-B41A-5FA8DD67657C,written,
ready,565695,P565695,Q2164273,"OrNS 63/4 (1994) p. 305-344, L91-503","Cuneiform Tablet OrNS 63/4 (1994) p. 305-344, L91-503",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164273$4C262D4E-9C2C-41EB-B3E1-F158E9B7EB33,Q2164273$46C477AE-279E-4376-835C-7706FC3F1751,written,
ready,565705,P565705,Q2169409,"OrNS 63/4 (1994) p. 305-344, L91-822","Cuneiform Tablet OrNS 63/4 (1994) p. 305-344, L91-822",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169409$8DEFD209-2443-4735-AB97-2D65E5062E92,Q2169409$8F53F917-540E-48F1-9242-880FF652FD24,written,
ready,565713,P565713,Q2146581,"OrNS 63/4 (1994) p. 305-344, L91-455A","Cuneiform Tablet OrNS 63/4 (1994) p. 305-344, L91-455A",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2146581$00A75594-CAAD-4427-8329-37E41860541F,Q2146581$0DCC3222-102B-418D-A3D5-9EA34F95B436,written,
ready,565768,P565768,Q2162223,"AJA 94 (1990) p. 568-579, L85-124","Cuneiform Artifact AJA 94 (1990) p. 568-579, L85-124",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162223$35DDDFB3-B09E-484A-BA07-9B21CFE88081,Q2162223$172E45A6-B590-42C0-9D01-AB706A7B0C94,written,
ready,566451,P566451,Q2162681,Reynolds Calendar pl. 6-8,Cuneiform Tablet Reynolds Calendar pl. 6-8,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162681$802603F7-C9C4-4764-A641-ED5E50B30204,Q2162681$4D4E4507-E6DE-4610-B99F-FA1E956CD119,written,
ready,566596,P566596,Q2168912,Cuneiform in Canaan Hazor 15,Cuneiform Tablet Cuneiform in Canaan Hazor 15,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168912$D87A148B-23C6-4D57-9D8D-F6CF6A8E0B72,Q2168912$436E512F-1546-4567-B261-EB4787787F72,written,
ready,566611,P566611,Q2165681,BCHP 17,Cuneiform Tablet BCHP 17,,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165681$F9344B74-840B-4505-81D6-74085232CBBE,Q2165681$38C67890-51EF-4463-8FB1-30CF246FF62B,written,
ready,566646,P566646,Q2167778,"Cuneiform in Canaan, Shechem 01","Cuneiform Tablet Cuneiform in Canaan, Shechem 01",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167778$D94CB73D-D4B8-4C79-AE85-05B1572A94D9,Q2167778$87DDE3E4-6859-49C6-BBB7-45A14CF300AC,written,
ready,566884,P566884,Q2166975,"Bab Arch 2, no. 1","Cuneiform Tablet Bab Arch 2, no. 1",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166975$DF4F638C-B125-4129-B9D4-90702E7BB193,Q2166975$1B1BE25F-7A30-406E-B96E-E404BC327F5A,written,
ready,566902,P566902,Q2162542,BM 040046,Cuneiform Tablet BM 040046,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162542$9A204408-5337-46EC-ABC8-37162F0B2CFE,Q2162542$3D02DB11-6DDB-4F92-B414-66441E311C7B,written,
ready,567240,P567240,Q2162425,BM 031028,Cuneiform Tablet BM 031028,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162425$05EECA62-5240-41E6-A34A-54190F13113C,Q2162425$9A41BA4E-4568-4C0B-8DAC-90D620CFBDFA,written,
ready,567407,P567407,Q2167953,"Cuneiform in Canaan, Hebron 01","Cuneiform Tablet Cuneiform in Canaan, Hebron 01",,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167953$4F31B953-A74E-400F-98CD-5842ECD131E3,Q2167953$F4C10CA0-4FC5-4822-8A03-2ABBDBD37895,written,
ready,567411,P567411,Q2153286,"Cuneiform in Canaan, Beer Sheva 01","Cuneiform Artifact Cuneiform in Canaan, Beer Sheva 01",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2153286$E58E906D-8FCE-4DD5-A57D-F98C8EAEE672,Q2153286$D4718EE8-371A-45B6-8EBC-55C643C609D9,written,
ready,567446,P567446,Q2170267,"ADART 7, 81","Cuneiform Tablet ADART 7, 81",,P853,Q512165,Selucid Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170267$9B8E8C62-F515-4C62-B655-438E5BA55409,Q2170267$EABC771F-F01A-48B9-8864-DAF15E15D8BC,written,
ready,567581,P567581,Q2163516,BM 040055,Cuneiform Tablet BM 040055,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163516$6AF41D62-D5BB-4973-B05B-D17DDBBE12DD,Q2163516$36895393-BB4C-4272-A11C-F5A5FFDE149C,written,
ready,568137,P568137,Q2169354,BM 042225,Cuneiform Tablet BM 042225,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169354$73103280-42D8-4C5B-A751-CE9D378865FC,Q2169354$E5D5358B-D17B-482B-AC63-8D9C9D793DED,written,
ready,568208,P568208,Q2168028,BM 042474,Cuneiform Tablet BM 042474,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168028$69758E82-FB25-46E5-BA01-1B3F11F5B467,Q2168028$B7F44911-BB1B-4B92-9528-F0C3B486D971,written,
ready,568361,P568361,Q2163461,BM 049193,Cuneiform Tablet BM 049193,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163461$57FD37F2-62B2-4043-B219-ED5104FBB479,Q2163461$BADE3F0D-BDBF-40E3-9276-9FFB3F72522A,written,
ready,568434,P568434,Q2020725,BM 049282,Cuneiform Tablet BM 049282,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2020725$27C40970-C795-4898-A7D7-34A1EDF9351A,Q2020725$EC66DDC8-BCF9-4E95-95EE-FD766ECFE07B,written,
ready,568567,P568567,Q2169517,"Nebukadnezar III/IV, no. 25","Cuneiform Tablet Nebukadnezar III/IV, no. 25",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169517$397A4A6E-F987-47FB-9B87-7173662306BD,Q2169517$3D0BE628-BF7F-4880-AD57-D8886A68A2DC,written,
ready,568988,P568988,Q2047973,BM 043888,Cuneiform Tablet BM 043888,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047973$1DD18FB3-21F1-487B-89F9-3E292B2EF5E5,Q2047973$7F916C93-B51E-4513-920C-5DA534A83564,written,
ready,569376,P569376,Q2169818,BM 044400,Cuneiform Tablet BM 044400,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169818$24ACEBB0-6782-4A20-98EB-2EECC1833F77,Q2169818$C9B170A7-F90A-4B32-B6BD-44415801A325,written,
